system_id,ligand_instance_chain,lddt_pli,rmsd,autodock_vina_8_ok,autodock_vina_32_ok,qvina_w_ok,quickvina2_ok,autodock_gpu_ok,n_other_ok,ref_lddt_pli,ref_rmsd,lddt_pli_gap,rmsd_gap
7en7__1__1.A_2.A_4.A__2.B,2.B,0.3775267601013183,4.3929972648620605,0,1,0,0,0,1,0.683456540107727,3.395167350769043,0.30592978000640875,0.9978299140930176
7fgd__1__1.B__1.E,1.E,0.0640243887901306,13.841089248657228,0,1,0,0,1,2,0.0,21.80989646911621,-0.0640243887901306,-7.968807220458983
7fti__1__1.A__1.C,1.C,0.7133663296699524,3.0411691665649414,1,1,1,0,0,3,0.8691588640213013,1.8330177068710327,0.15579253435134888,1.2081514596939087
7faj__1__1.A__1.E,1.E,0.7933295369148254,1.6614171266555786,1,0,0,1,0,2,0.9196210503578186,0.954131245613098,0.12629151344299316,0.7072858810424806
7fgc__1__1.B__1.E,1.E,0.2314814776182174,8.899480819702148,0,0,0,1,1,2,0.2837995290756225,5.797847747802734,0.05231805145740509,3.101633071899414
7fwe__1__1.A__1.B,1.B,0.5901442170143127,3.7201006412506095,1,1,1,1,0,4,0.9858490824699402,0.4249628186225891,0.39570486545562744,3.2951378226280204
7fyr__1__1.A__1.B,1.B,0.6244980096817017,3.1182045936584477,0,0,1,1,0,2,0.7267699241638184,1.980077862739563,0.1022719144821167,1.1381267309188847
7fuc__1__1.A__1.C,1.C,0.8283718228340149,2.2855165004730225,1,1,0,1,0,3,0.8352071046829224,1.772391676902771,0.006835281848907471,0.5131248235702515
7g0g__1__1.A__1.B,1.B,0.5578747391700745,3.1360676288604736,1,1,1,0,0,3,0.9748711585998536,0.3980889022350311,0.41699641942977916,2.7379787266254425
7g1m__1__1.A__1.B,1.B,0.3972972929477691,4.537996768951416,1,1,0,1,0,3,0.8863286972045898,1.0976074934005735,0.48903140425682073,3.4403892755508423
7g20__1__1.A__1.B,1.B,0.5699001550674438,3.239429235458374,1,1,0,0,0,2,0.99320387840271,0.2446143627166748,0.4233037233352661,2.994814872741699
7gbc__1__1.A_2.A__2.E,2.E,0.6803097128868103,3.1440114974975586,0,0,1,1,0,2,0.6508810520172119,3.30719256401062,-0.02942866086959839,-0.16318106651306152
7gb8__1__1.A_2.A__1.F,1.F,0.1662768870592117,7.101819038391113,0,1,1,1,0,3,0.5658068656921387,2.902972221374512,0.39952997863292694,4.198846817016602
7gcj__1__1.A_2.A__1.E,1.E,0.1024999991059303,9.777552604675291,0,1,0,1,0,2,0.0209903120994567,17.768531799316406,-0.0815096870064736,-7.990979194641115
7gce__1__1.A_2.A__2.E,2.E,0.0710475295782089,8.892192840576172,0,0,1,1,0,2,0.6637930870056152,2.110163688659668,0.5927455574274063,6.782029151916504
7gcl__1__1.A_2.A__2.F,2.F,0.2461812645196914,6.424069404602051,0,0,1,1,0,2,0.0171984042972326,15.72518253326416,-0.2289828602224588,-9.30111312866211
7gd0__1__1.A_2.A__1.F,1.F,0.7833089232444763,1.882829427719116,0,0,1,1,0,2,0.2013586908578872,6.753330230712891,-0.581950232386589,-4.870500802993774
7gen__1__1.A_2.A__2.E,2.E,0.1470281481742859,7.780877590179443,0,0,0,1,0,1,0.2598647177219391,5.731238842010498,0.1128365695476532,2.0496387481689453
7gf3__1__1.A_2.A__1.E,1.E,0.3233418464660644,8.496990203857422,0,0,0,1,0,1,0.0200803205370903,16.409820556640625,-0.3032615259289741,-7.912830352783203
7gee__1__1.A_2.A__2.E,2.E,0.2414459139108657,8.51624870300293,0,0,0,1,0,1,0.6962552070617676,1.9201147556304927,0.4548092931509019,6.5961339473724365
7gf6__1__1.A_2.A__2.E,2.E,0.2371794879436493,6.657622814178467,0,0,1,1,0,2,0.7618325352668762,2.020930290222168,0.5246530473232269,4.636692523956299
7gkk__1__1.A_1.B__1.O,1.O,0.3672172725200653,5.722648143768311,0,0,1,0,0,1,0.0,19.13627243041992,-0.3672172725200653,-13.413624286651608
7gm0__1__1.A_1.B__1.N,1.N,0.0375598073005676,11.22852611541748,0,1,1,0,0,2,0.4318893551826477,4.0675787925720215,0.3943295478820801,7.160947322845459
7lr9__1__1.A__1.C,1.C,0.7143436074256897,2.369014024734497,0,0,1,1,0,2,0.7678571343421936,1.8811349868774407,0.053513526916503906,0.48787903785705633
7ldy__1__1.A_1.B__1.H,1.H,0.1859775185585022,8.362802505493164,0,1,0,1,0,2,0.0546346418559551,17.905506134033203,-0.1313428767025471,-9.542703628540039
7ma0__1__1.A_1.B__1.I,1.I,0.2686189413070678,10.02899932861328,0,0,0,0,1,1,0.4720532298088074,3.908338308334351,0.20343428850173956,6.120661020278929
7l1p__1__1.A_1.B__1.C,1.C,0.301300585269928,9.382269859313965,0,1,0,0,0,1,0.4183701574802398,7.423120021820068,0.11706957221031183,1.9591498374938965
7mlp__1__1.A__1.B,1.B,0.7325000166893005,1.7443170547485352,1,1,1,1,0,4,0.9225852489471436,0.9058414697647096,0.19008523225784302,0.8384755849838256
7m9r__1__1.A_1.B__1.C,1.C,0.2033952623605728,7.902364730834961,0,1,0,0,0,1,0.2743944525718689,7.805139541625977,0.07099919021129611,0.09722518920898438
7maq__1__1.A_1.B__1.C,1.C,0.7046821117401123,1.9937790632247925,0,1,0,0,0,1,0.78948575258255,1.4214109182357788,0.08480364084243774,0.5723681449890137
7mwn__1__1.A_1.B__1.C,1.C,0.7612866759300232,1.858137369155884,0,1,1,0,1,3,0.0397082641720771,14.49267864227295,-0.7215784117579461,-12.634541273117065
7ngx__1__1.A__1.B,1.B,,,0,0,0,0,1,1,,,,
7nr5__1__1.A__1.F,1.F,0.0118018621578812,15.549969673156738,0,0,0,0,1,1,0.1000000014901161,12.149043083190918,0.0881981393322349,3.4009265899658203
7ouw__1__1.A__1.C,1.C,0.4223391115665436,4.716762065887451,0,1,1,0,1,3,0.5095628499984741,3.672274827957153,0.08722373843193054,1.0444872379302983
7o7j__1__1.A__1.B,1.B,0.8178490996360779,2.275786876678467,1,1,0,0,0,2,0.933814287185669,1.1311359405517578,0.11596518754959106,1.144650936126709
7o7k__1__1.A__1.E,1.E,0.8962427973747253,2.051778793334961,1,1,1,1,0,4,0.9284833669662476,1.111454963684082,0.03224056959152222,0.9403238296508789
7nya__1__1.A_1.B__1.F,1.F,0.7065337896347046,1.921083927154541,1,1,1,1,1,5,0.8557214140892029,1.1802741289138794,0.1491876244544983,0.7408097982406616
7nwa__1__1.A_1.B__1.E,1.E,0.0270731709897518,15.037612915039062,0,0,0,0,1,1,0.0898722633719444,11.199042320251465,0.0627990923821926,3.8385705947875977
7p5p__1__1.A__1.D,1.D,0.18381267786026,6.987937927246094,0,0,1,0,1,2,0.5024909377098083,3.410848617553711,0.31867825984954834,3.577089309692383
7qnn__1__1.A__1.C,1.C,0.5155688524246216,3.5187039375305176,1,1,0,1,0,3,0.9064039587974548,0.8180730938911438,0.39083510637283325,2.700630843639374
7qt2__1__1.A_1.B__1.E,1.E,0.2390510886907577,7.795870304107666,0,1,0,0,1,2,0.1993207931518554,7.788026809692383,-0.03973029553890228,0.007843494415283203
7nzn__1__1.A_2.A__1.B,1.B,0.1166219860315322,13.111979484558104,1,1,1,0,0,3,0.8435155153274536,1.6428664922714231,0.7268935292959214,11.46911299228668
7r4a__1__1.A__1.C,1.C,0.3380952477455139,5.59740686416626,0,1,1,1,0,3,0.6779196858406067,2.810476779937744,0.3398244380950928,2.7869300842285156
7r0a__1__1.A__1.C,1.C,0.4085585474967956,5.559689998626709,1,1,1,1,0,4,0.9059523940086364,1.1677685976028442,0.49739384651184076,4.391921401023865
7s1c__1__1.A__1.C,1.C,0.5155246257781982,2.8696601390838623,1,1,0,0,0,2,0.8290884494781494,1.1476871967315674,0.31356382369995117,1.721972942352295
7q4f__1__1.A_1.C__1.J,1.J,0.7346860766410828,2.088346242904663,0,1,0,0,0,1,0.721369743347168,2.1661415100097656,-0.013316333293914795,-0.07779526710510254
7t0f__1__1.A_1.B__1.C,1.C,0.4416817426681518,4.136245727539063,0,0,1,1,0,2,0.7532894611358643,1.537516474723816,0.31160771846771246,2.5987292528152475
7puq__1__1.C_1.D__1.K,1.K,0.7001689076423645,5.843080520629883,0,1,0,0,0,1,0.1837349385023117,11.09770965576172,-0.5164339691400528,-5.254629135131838
7t5x__1__1.A_1.C__1.I,1.I,0.3373595476150512,5.31308126449585,1,0,0,0,0,1,0.8080217838287354,1.245185613632202,0.47066223621368414,4.0678956508636475
7t60__1__1.B_1.C__1.M,1.M,0.1301115304231643,7.563164234161377,1,1,0,1,0,3,0.8868970274925232,0.9556567072868348,0.7567854970693588,6.607507526874542
7snz__1__1.A_1.B__1.C,1.C,0.7974860072135925,1.85258424282074,0,0,0,0,1,1,0.0087752053514122,11.946382522583008,-0.7887108018621803,-10.093798279762268
7txp__1__1.A_2.A__2.B,2.B,0.0470615252852439,12.574451446533203,0,1,0,0,0,1,0.6855326890945435,2.992412567138672,0.6384711638092996,9.582038879394531
7ug5__1__1.A__1.E,1.E,0.152866244316101,8.524192810058594,0,1,0,1,0,2,0.6262285113334656,4.12333869934082,0.4733622670173646,4.400854110717773
7ujh__1__1.A_1.B__1.D,1.D,0.7947335243225098,1.573229193687439,0,0,0,0,1,1,0.156987726688385,8.20323657989502,-0.6377457976341248,-6.630007386207581
7vbv__1__1.B__1.N,1.N,0.7908617854118347,1.3131382465362549,0,0,0,0,1,1,0.7620790600776672,1.3859204053878784,-0.02878272533416748,-0.07278215885162354
7vwt__1__1.B__1.H,1.H,0.1194509342312812,9.39045238494873,1,1,1,1,0,4,1.0,0.29073366522789,0.8805490657687188,9.09971871972084
7vl2__1__1.A__1.C,1.C,0.1252302080392837,7.897217750549316,1,0,0,0,0,1,0.9567819237709044,0.7611104846000671,0.8315517157316208,7.136107265949249
7w6f__1__1.A_1.B__1.C,1.C,0.1841736733913421,9.187453269958496,0,0,1,0,0,1,0.7790247797966003,1.4169397354125977,0.5948511064052582,7.770513534545898
7wc8__1__1.A__1.H,1.H,0.6926271915435791,3.2079851627349854,0,1,0,0,1,2,0.0061224489472806,22.881601333618164,-0.6865047425962985,-19.67361617088318
7vqp__1__1.A__1.C,1.C,0.7708136439323425,1.778666615486145,0,1,0,0,1,2,0.0548821538686752,11.308171272277832,-0.7159314900636673,-9.529504656791687
7wlx__1__1.A__1.C,1.C,0.7979876399040222,1.3702998161315918,0,1,1,0,1,3,0.0095208846032619,17.675683975219727,-0.7884667553007603,-16.305384159088135
7x9d__1__1.A__1.E,1.E,0.6127608418464661,2.462169885635376,0,1,0,1,1,3,0.7640977501869202,1.704806566238403,0.1513369083404541,0.7573633193969729
7xf7__1__1.A__1.B,1.B,0.0271474886685609,14.544015884399414,1,1,1,1,0,4,0.9249347448349,0.8644986152648926,0.8977872561663391,13.679517269134521
7xh6__1__1.A__1.E,1.E,0.7351484894752502,1.8156057596206665,1,1,1,1,1,5,0.983552634716034,0.5819556713104248,0.2484041452407838,1.2336500883102417
7xvu__1__4.A__4.C,4.C,0.2288682013750076,8.986113548278809,0,1,1,1,1,4,0.0697211176156997,11.222182273864746,-0.15914708375930792,-2.2360687255859375
7zaa__1__1.A__1.C,1.C,0.3927696049213409,4.784735202789307,0,0,0,1,0,1,0.7051671743392944,2.183099269866944,0.31239756941795355,2.601635932922363
7z1r__1__1.A_2.A__1.B,1.B,0.4207316935062408,4.222810745239258,0,1,0,1,0,2,0.1882485002279281,7.579668045043945,-0.23248319327831268,-3.3568572998046875
7zfv__1__1.A__1.C,1.C,0.623925507068634,4.868080139160156,0,0,0,1,0,1,0.5414540767669678,4.862818717956543,-0.08247143030166626,0.005261421203613281
7za0__1__1.A__1.B,1.B,0.7567178606987,2.376112699508667,0,1,1,0,0,2,0.7832969427108765,1.574655532836914,0.026579082012176514,0.8014571666717529
7yd2__1__1.A_1.B__1.K,1.K,0.1523904353380203,7.494504928588867,0,1,0,0,0,1,0.6555172204971313,2.869560480117798,0.503126785159111,4.624944448471069
7ziy__1__1.A__1.C,1.C,0.0649452283978462,13.733620643615724,0,0,0,0,1,1,0.028398510068655,15.90234375,-0.036546718329191194,-2.1687231063842756
8atb__1__1.A__1.C,1.C,0.3176029920578003,7.909520626068115,0,1,0,0,0,1,0.3384773731231689,8.127487182617188,0.020874381065368597,-0.21796655654907227
8atl__1__1.A__1.C,1.C,0.1376628130674362,8.918153762817383,1,0,1,0,1,3,0.963387966156006,0.5984898209571838,0.8257251530885698,8.319663941860199
8aqj__1__1.A_3.A__3.B,3.B,0.7077530026435852,2.845624685287476,1,1,1,1,0,4,0.8105369806289673,1.4976563453674316,0.10278397798538208,1.3479683399200444
8adj__1__1.A__1.D,1.D,0.6607142686843872,4.749615669250488,1,1,1,0,1,4,0.9396874904632568,0.9883882999420166,0.27897322177886963,3.7612273693084717
8am2__1__1.A__1.D,1.D,0.6300424337387085,3.011125087738037,1,1,0,1,0,3,0.8811728358268738,1.3185299634933472,0.2511304020881653,1.69259512424469
8b91__1__1.A__1.E,1.E,0.1508064568042755,11.181269645690918,0,0,0,0,1,1,0.0502947680652141,13.338268280029297,-0.10051168873906141,-2.156998634338379
8arj__1__1.A__1.B,1.B,0.6624537706375122,3.178556442260742,1,1,1,1,1,5,0.945078432559967,0.8138924241065979,0.28262466192245483,2.3646640181541443
8br6__1__1.A__1.C,1.C,0.8118728995323181,2.106949806213379,0,1,0,0,1,2,0.1134765595197677,11.115694999694824,-0.6983963400125504,-9.008745193481445
8blt__1__1.A_1.B__1.I,1.I,0.7085034251213074,2.8616230487823486,1,1,0,0,0,2,0.829365074634552,1.2998749017715454,0.12086164951324463,1.5617481470108032
8c6p__1__1.A__1.B,1.B,0.2446546107530594,8.317667961120605,0,1,0,0,0,1,0.4481216371059418,3.751943588256836,0.20346702635288239,4.5657243728637695
8c6q__1__1.A__1.C,1.C,0.3627373278141022,7.042983531951904,1,0,0,0,0,1,0.8798449635505676,0.9434352517127992,0.5171076357364655,6.099548280239105
8c6n__1__1.A__1.B,1.B,0.2307692319154739,7.509720325469971,0,1,0,0,0,1,0.7694406509399414,1.8078738451004028,0.5386714190244675,5.701846480369568
8cpb__1__1.B__1.H,1.H,0.0478087663650512,11.510578155517578,1,0,0,0,0,1,0.9680851101875304,0.5269419550895691,0.9202763438224792,10.983636200428009
8cp7__1__1.A__1.B,1.B,0.0498271882534027,12.508703231811523,0,0,0,1,0,1,0.0818181782960891,13.662327766418455,0.0319909900426864,-1.1536245346069318
8cou__1__1.A__1.V,1.V,0.4606353640556335,3.8396637439727774,0,1,1,1,0,3,0.5969967246055603,2.4296231269836426,0.1363613605499268,1.4100406169891349
8cov__1__1.A__1.D,1.D,0.2819940447807312,7.1764655113220215,0,1,0,0,0,1,0.6298543810844421,2.369511604309082,0.34786033630371094,4.8069539070129395
8d6c__1__1.A__1.F,1.F,0.7113434672355652,1.9387385845184328,0,1,0,0,1,2,0.1972375661134719,8.845260620117188,-0.5141059011220933,-6.906522035598755
8dv7__1__1.B__1.D,1.D,0.7614200711250305,3.0673182010650635,0,1,0,1,1,3,0.7617971897125244,3.074554204940796,0.0003771185874938965,-0.007236003875732422
8dqd__1__1.A__1.B,1.B,0.0191731583327054,10.949660301208496,0,0,0,1,1,2,0.3048020601272583,8.281205177307129,0.2856289017945529,2.668455123901367
8eq9__1__1.A__1.B,1.B,0.7679135799407959,2.2665696144104004,1,1,1,1,1,5,0.8413830995559692,1.3227077722549438,0.07346951961517334,0.9438618421554565
8ftr__1__2.A__2.B,2.B,0.0876288637518882,8.799540519714355,0,0,0,0,1,1,0.2443019896745681,7.041858196258545,0.1566731259226799,1.7576823234558105
8fm5__1__1.A__1.K,1.K,0.0536711886525154,12.659745216369627,0,0,1,1,0,2,0.0058489306829869,18.05596351623535,-0.0478222579695285,-5.396218299865724
8fm7__1__1.A__1.K,1.K,0.7808728218078613,1.603083252906799,0,1,0,0,0,1,0.2434159517288208,7.395786285400391,-0.5374568700790405,-5.792703032493591
8fm8__1__1.A__1.K,1.K,0.0905365124344825,11.638495445251465,1,1,0,0,0,2,0.88150554895401,1.598271727561951,0.7909690365195275,10.040223717689514
8gfd__1__1.A__1.B,1.B,0.2276286333799362,8.084792137145996,0,1,0,0,1,2,0.1620992720127105,7.244794368743896,-0.0655293613672257,0.8399977684021005
8gfs__1__1.A__1.B,1.B,0.5514403581619263,4.006620407104492,1,1,0,0,0,2,0.9203367829322816,0.8219935297966003,0.36889642477035534,3.184626877307892
8h7r__1__1.A__1.B,1.B,0.7557324767112732,2.202953338623047,0,0,0,0,1,1,0.0032715376000851,20.08142852783203,-0.752460939111188,-17.878475189208984
8h4q__1__1.A__1.C,1.C,0.3334870934486389,5.253780841827393,0,0,0,0,1,1,0.3842281997203827,4.75499963760376,0.050741106271743774,0.4987812042236328
8gkt__1__1.A_1.B__1.E,1.E,0.2412735819816589,8.731667518615723,0,0,0,0,1,1,0.1867618113756179,9.193535804748535,-0.05451177060604101,-0.4618682861328125
8jby__1__1.A__1.C,1.C,0.7684921622276306,2.3913276195526123,0,1,1,1,1,4,0.2524009644985199,6.897054195404053,-0.5160911977291107,-4.50572657585144
8ivn__1__1.A_1.B__1.C,1.C,0.0678191483020782,12.383758544921877,0,0,1,0,0,1,0.3216957747936249,5.6729512214660645,0.2538766264915467,6.710807323455812
8k4c__1__1.B__1.G,1.G,0.7953900694847107,2.293645143508911,1,1,0,1,1,4,0.8676890134811401,1.1221855878829956,0.07229894399642944,1.1714595556259155
8ou2__1__1.A__1.C,1.C,0.7430850863456726,3.2826998233795166,1,0,0,1,0,2,0.8161849975585938,1.665462613105774,0.07309991121292114,1.6172372102737427
8ou2__1__1.A__1.C,1.C,0.7430850863456726,3.2826998233795166,1,0,0,1,0,2,0.2781599164009094,8.199043273925781,-0.4649251699447632,-4.916343450546265
8ou2__1__1.A__1.C,1.C,0.7430850863456726,3.2826998233795166,0,0,0,1,0,1,0.8161849975585938,1.665462613105774,0.07309991121292114,1.6172372102737427
8ou2__1__1.A__1.C,1.C,0.7430850863456726,3.2826998233795166,0,0,0,1,0,1,0.2781599164009094,8.199043273925781,-0.4649251699447632,-4.916343450546265
8p0m__1__1.C__1.L,1.L,0.0618172772228717,11.068904876708984,0,1,0,0,1,2,0.0900665372610092,12.554823875427246,0.028249260038137505,-1.4859189987182617
8p0m__1__1.C__1.L,1.L,0.0618172772228717,11.068904876708984,0,1,0,0,1,2,0.2640478610992431,5.691264629364014,0.2022305838763714,5.377640247344971
8p0m__1__1.C__1.L,1.L,0.0618172772228717,11.068904876708984,0,1,0,0,1,2,0.0900665372610092,12.554823875427246,0.028249260038137505,-1.4859189987182617
8p0m__1__1.C__1.L,1.L,0.0618172772228717,11.068904876708984,0,1,0,0,1,2,0.2640478610992431,5.691264629364014,0.2022305838763714,5.377640247344971
8ow7__1__1.A_1.C__1.G,1.G,0.4214726984500885,4.194631099700928,0,1,0,1,0,2,0.0414244197309017,15.952730178833008,-0.3800482787191868,-11.75809907913208
8ow7__1__1.A_1.C__1.G,1.G,0.4214726984500885,4.194631099700928,0,1,0,1,0,2,0.0119532048702239,16.220592498779297,-0.4095194935798646,-12.02596139907837
8ow7__1__1.A_1.C__1.G,1.G,0.4214726984500885,4.194631099700928,0,1,0,1,0,2,0.0414244197309017,15.952730178833008,-0.3800482787191868,-11.75809907913208
8ow7__1__1.A_1.C__1.G,1.G,0.4214726984500885,4.194631099700928,0,1,0,1,0,2,0.0119532048702239,16.220592498779297,-0.4095194935798646,-12.02596139907837
8p4z__1__1.A__1.C,1.C,0.04853181168437,14.794389724731444,1,1,0,0,0,2,0.9384858012199402,0.6978107690811157,0.8899539895355701,14.096578955650328
8p4z__1__1.A__1.C,1.C,0.04853181168437,14.794389724731444,1,1,0,0,0,2,0.9495230317115784,0.7673442363739014,0.9009912200272083,14.027045488357542
8p4z__1__1.A__1.C,1.C,0.04853181168437,14.794389724731444,1,1,0,0,0,2,0.9384858012199402,0.6978107690811157,0.8899539895355701,14.096578955650328
8p4z__1__1.A__1.C,1.C,0.04853181168437,14.794389724731444,1,1,0,0,0,2,0.9495230317115784,0.7673442363739014,0.9009912200272083,14.027045488357542
8pl6__1__1.A__1.C,1.C,0.7892720103263855,1.3416285514831543,1,1,0,0,0,2,0.9173774123191832,0.8034958839416504,0.12810540199279774,0.5381326675415039
8pl6__1__1.A__1.C,1.C,0.7892720103263855,1.3416285514831543,1,1,0,0,0,2,0.9330357313156128,0.5856765508651733,0.1437637209892273,0.755952000617981
8pl6__1__1.A__1.C,1.C,0.7892720103263855,1.3416285514831543,1,1,0,0,0,2,0.9173774123191832,0.8034958839416504,0.12810540199279774,0.5381326675415039
8pl6__1__1.A__1.C,1.C,0.7892720103263855,1.3416285514831543,1,1,0,0,0,2,0.9330357313156128,0.5856765508651733,0.1437637209892273,0.755952000617981
8px2__1__1.A__1.B,1.B,0.7504789233207703,2.4992446899414062,1,1,0,1,0,3,0.9867864847183228,0.443386435508728,0.2363075613975525,2.0558582544326782
8px2__1__1.A__1.B,1.B,0.7504789233207703,2.4992446899414062,1,1,0,1,0,3,1.0,0.3526429235935211,0.24952107667922974,2.146601766347885
8px2__1__1.A__1.B,1.B,0.7504789233207703,2.4992446899414062,1,1,0,1,0,3,0.9867864847183228,0.443386435508728,0.2363075613975525,2.0558582544326782
8px2__1__1.A__1.B,1.B,0.7504789233207703,2.4992446899414062,1,1,0,1,0,3,1.0,0.3526429235935211,0.24952107667922974,2.146601766347885
8pyi__1__1.A__1.I,1.I,0.0561919510364532,10.855859756469728,0,0,0,0,1,1,0.0948330163955688,9.961731910705566,0.03864106535911561,0.8941278457641619
8pyi__1__1.A__1.I,1.I,0.0561919510364532,10.855859756469728,0,0,0,0,1,1,0.1088099926710128,9.951211929321287,0.0526180416345596,0.904647827148441
8pyi__1__1.A__1.I,1.I,0.0561919510364532,10.855859756469728,0,0,0,0,1,1,0.0948330163955688,9.961731910705566,0.03864106535911561,0.8941278457641619
