system_id,status
7g20__1__1.A__1.B,no_symmetry_contacts
7g90__1__1.A__1.C,no_symmetry_contacts
7gav__1__1.A_1.B__1.E_1.I_1.J,no_symmetry_contacts
7gaw__1__1.A_1.B__1.K,no_symmetry_contacts
7ggd__1__1.A__1.E,no_symmetry_contacts
7ghm__1__1.A_1.B__1.N_1.P,no_symmetry_contacts
7ghn__1__1.A_1.B__1.N,no_symmetry_contacts
7gho__1__1.A_1.B__1.E_1.F,no_symmetry_contacts
7ghp__1__1.A_1.B__1.M_1.O,no_symmetry_contacts
7ghq__1__1.A_1.B__1.D_1.E,no_symmetry_contacts
7ghr__1__1.A_1.B__1.M,no_symmetry_contacts
7ghs__1__1.A_1.B__1.E_1.F,no_symmetry_contacts
7ghx__1__1.A_1.B__1.O_1.Q,no_symmetry_contacts
7ghy__1__1.A_1.B__1.O_1.P_1.Q,no_symmetry_contacts
7gi1__1__1.A_1.B__1.K_1.L_1.M_1.N,no_symmetry_contacts
7gi2__1__1.A_1.B__1.E_1.F_1.H_1.J,no_symmetry_contacts
7gi4__1__1.A_1.B__1.J,no_symmetry_contacts
7gi6__1__1.A_1.B__1.D,no_symmetry_contacts
7gi7__1__1.A_1.B__1.L,no_symmetry_contacts
7gi8__1__1.A_1.B__1.R_1.U_1.V,no_symmetry_contacts
7gi9__1__1.A_1.B__1.F,no_symmetry_contacts
7gia__1__1.A_1.B__1.F,no_symmetry_contacts
7gib__1__1.A_1.B__1.E_1.F,no_symmetry_contacts
7gic__1__1.A_1.B__1.E_1.F_1.G,no_symmetry_contacts
7gid__1__1.A_1.B__1.E_1.F,no_symmetry_contacts
7gih__1__1.A_1.B__1.L_1.P,no_symmetry_contacts
7gij__1__1.A_1.B__1.E_1.F,no_symmetry_contacts
7gim__1__1.A_1.B__1.E_1.F,no_symmetry_contacts
7gin__1__1.A_1.B__1.F_1.G,no_symmetry_contacts
7gio__1__1.A_1.B__1.L_1.O,no_symmetry_contacts
7gip__1__1.A_1.B__1.N_1.O,no_symmetry_contacts
7giq__1__1.A_1.B__1.F_1.G,no_symmetry_contacts
7gir__1__1.A_1.B__1.F_1.I,no_symmetry_contacts
7gis__1__1.A_1.B__1.E_1.F,no_symmetry_contacts
7git__1__1.A_1.B__1.E_1.F,no_symmetry_contacts
7giu__1__1.A_1.B__1.K_1.L,no_symmetry_contacts
7gix__1__1.A_1.B__1.E_1.F,no_symmetry_contacts
7giy__1__1.A_1.B__1.E_1.F,no_symmetry_contacts
7giz__1__1.A_1.B__1.E_1.F_1.G,no_symmetry_contacts
7gj0__1__1.A_1.B__1.M_1.N,no_symmetry_contacts
7gj2__1__1.A_1.B__1.E_1.F,no_symmetry_contacts
7gj4__1__1.A_1.B__1.E_1.F,no_symmetry_contacts
7gj6__1__1.A_1.B__1.E_1.F,no_symmetry_contacts
7gj8__1__1.A_1.B__1.E_1.F,no_symmetry_contacts
7gjb__1__1.A_1.B__1.E_1.F_1.H,no_symmetry_contacts
7gjc__1__1.A_1.B__1.E,no_symmetry_contacts
7gjd__1__1.A_1.B__1.E_1.F,no_symmetry_contacts
7gjf__1__1.A_1.B__1.E_1.F,no_symmetry_contacts
7gjg__1__1.A_1.B__1.E_1.F,no_symmetry_contacts
7gji__1__1.A_1.B__1.L,no_symmetry_contacts
7gjk__1__1.A_1.B__1.E_1.F,no_symmetry_contacts
7gjl__1__1.A_1.B__1.D_1.E,no_symmetry_contacts
7gjm__1__1.A_1.B__1.E_1.F_1.H,no_symmetry_contacts
7gjp__1__1.A_1.B__1.E_1.F,no_symmetry_contacts
7gjq__1__1.A_1.B__1.E_1.F,no_symmetry_contacts
7gjv__1__1.A_1.B__1.J_1.K,no_symmetry_contacts
7gjx__1__1.A_1.B__1.E_1.J,no_symmetry_contacts
7gjy__1__1.A_1.B__1.H_1.I,no_symmetry_contacts
7gjz__1__1.A_1.B__1.I_1.K,no_symmetry_contacts
7gk0__1__1.A_1.B__1.E_1.J,no_symmetry_contacts
7gk1__1__1.A_1.B__1.D_1.I,no_symmetry_contacts
7gk2__1__1.A_1.B__1.E_1.J,no_symmetry_contacts
7gk3__1__1.A_1.B__1.E_1.J,no_symmetry_contacts
7gk6__1__1.A_1.B__1.E_1.J,no_symmetry_contacts
7gk7__1__1.A_1.B__1.H,no_symmetry_contacts
7gk8__1__1.A_1.B__1.H,no_symmetry_contacts
7gk9__1__1.A_1.B__1.M_1.O,no_symmetry_contacts
7gka__1__1.A_1.B__1.E_1.J,no_symmetry_contacts
7gkc__1__1.A_1.B__1.E_1.J,no_symmetry_contacts
7gke__1__1.A_1.B__1.E_1.J,no_symmetry_contacts
7gkf__1__1.A_1.B__1.E_1.J,no_symmetry_contacts
7gkg__1__1.A_1.B__1.E_1.J,no_symmetry_contacts
7gkh__1__1.A_1.B__1.J,no_symmetry_contacts
7gki__1__1.A__1.I,no_symmetry_contacts
7gkj__1__1.A_1.B__1.E_1.J_1.K,no_symmetry_contacts
7gkk__1__1.A_1.B__1.O,no_symmetry_contacts
7gkm__1__1.A_1.B__1.I_1.J,no_symmetry_contacts
7gkn__1__1.A_1.B__1.Q_1.S_1.T,no_symmetry_contacts
7gko__1__1.A_1.B__1.I_1.J,no_symmetry_contacts
7gkp__1__1.A_1.B__1.D_1.I_1.J,no_symmetry_contacts
7gkq__1__1.A_1.B__1.E_1.J,no_symmetry_contacts
7gks__1__1.A_1.B__1.H,no_symmetry_contacts
7gkt__1__1.A_1.B__1.E_1.J,no_symmetry_contacts
7gkw__1__1.A_1.B__1.E_1.J,no_symmetry_contacts
7gkx__1__1.A_1.B__1.I,no_symmetry_contacts
7gkz__1__1.A_1.B__1.E_1.J,no_symmetry_contacts
7gl1__1__1.A_1.B__1.D_1.I,no_symmetry_contacts
7gl2__1__1.A_1.B__1.H_1.I,no_symmetry_contacts
7gl3__1__1.A_1.B__1.H,no_symmetry_contacts
7gl5__1__1.A_1.B__1.D_1.I_1.K,no_symmetry_contacts
7gl6__1__1.A_1.B__1.E_1.J,no_symmetry_contacts
7gl7__1__1.A_1.B__1.E_1.J,no_symmetry_contacts
7gla__1__1.A_1.B__1.I,no_symmetry_contacts
7glb__1__1.A_1.B__1.N,no_symmetry_contacts
7gld__1__1.A_1.B__1.H,no_symmetry_contacts
7glg__1__1.A_1.B__1.H,no_symmetry_contacts
7gli__1__1.A_1.B__1.L,no_symmetry_contacts
7gln__1__1.A_1.B__1.I,no_symmetry_contacts
7glo__1__1.A_1.B__1.E_1.J,no_symmetry_contacts
7glq__1__1.A_1.B__1.E_1.J,no_symmetry_contacts
7glw__1__1.A_1.B__1.E_1.J_1.K,no_symmetry_contacts
7gly__1__1.A_1.B__1.I,no_symmetry_contacts
7gm0__1__1.A_1.B__1.N,no_symmetry_contacts
7gm1__1__1.A_1.B__1.I,no_symmetry_contacts
7gm3__1__1.A_1.B__1.D_1.I,no_symmetry_contacts
7gm4__1__1.A_1.B__1.I,no_symmetry_contacts
7gm5__1__1.A_1.B__1.I,no_symmetry_contacts
7gm6__1__1.A_1.B__1.N,no_symmetry_contacts
7gm8__1__1.A_1.B__1.I,no_symmetry_contacts
7gm9__1__1.A_1.B__1.I,no_symmetry_contacts
7gma__1__1.A_1.B__1.J,no_symmetry_contacts
7gmb__1__1.A_1.B__1.D_1.I,no_symmetry_contacts
7gmh__1__1.A_1.B__1.O,no_symmetry_contacts
7gmi__1__1.A_1.B__1.D_1.I,no_symmetry_contacts
7gmj__1__1.A_1.B__1.E_1.J_1.K,no_symmetry_contacts
7gmk__1__1.A_1.B__1.E_1.J,no_symmetry_contacts
7gml__1__1.A_1.B__1.E_1.J,no_symmetry_contacts
7gmm__1__1.A_1.B__1.E_1.J,no_symmetry_contacts
7gmo__1__1.A_1.B__1.E_1.J,no_symmetry_contacts
7gmp__1__1.A_1.B__1.D_1.I,no_symmetry_contacts
7gmq__1__1.A_1.B__1.D_1.I,no_symmetry_contacts
7gms__1__1.A_1.B__1.I,no_symmetry_contacts
7gmu__1__1.A_1.B__1.I,no_symmetry_contacts
7gmw__1__1.A_1.B__1.E_1.J,no_symmetry_contacts
7gmy__1__1.A_1.B__1.I,no_symmetry_contacts
7gn0__1__1.A_1.B__1.I,no_symmetry_contacts
7gn4__1__1.A_1.B__1.E_1.J,no_symmetry_contacts
7gn5__1__1.A_1.B__1.I,no_symmetry_contacts
7gn8__1__1.A_1.B__1.I_1.J,no_symmetry_contacts
7gn9__1__1.A_1.B__1.O,no_symmetry_contacts
7gnb__1__1.A_1.B__1.M_1.O,no_symmetry_contacts
7gnc__1__1.A_1.B__1.E_1.J,no_symmetry_contacts
7gnd__1__1.A_1.B__1.E_1.J,no_symmetry_contacts
7gnf__1__1.A_1.B__1.P_1.R,no_symmetry_contacts
7gng__1__1.A_1.B__1.Q,no_symmetry_contacts
7gnh__1__1.A_1.B__1.M,no_symmetry_contacts
7gni__1__1.A_1.B__1.E_1.J_1.K,no_symmetry_contacts
7gnk__1__1.A_1.B__1.T,no_symmetry_contacts
7gnl__1__1.A_1.B__1.N,no_symmetry_contacts
7gnm__1__1.A_1.B__1.S,no_symmetry_contacts
7gnn__1__1.A_1.B__1.I,no_symmetry_contacts
7gno__1__1.A_1.B__1.P_1.S,no_symmetry_contacts
7gnp__1__1.A_1.B__1.H_1.J,no_symmetry_contacts
7gnq__1__1.A_1.B__1.G_1.I_1.L,no_symmetry_contacts
7gnr__1__1.A_1.B__1.E_1.J,no_symmetry_contacts
7gns__1__1.A_1.B__1.H_1.J,no_symmetry_contacts
7gnt__1__1.A_1.B__1.N_1.O,no_symmetry_contacts
7gnu__1__1.A_1.B__1.O_1.Q,no_symmetry_contacts
7grr__1__1.A__1.D,no_symmetry_contacts
7grs__1__1.B__1.Q,no_symmetry_contacts
7grt__1__1.A__1.C_1.E_1.I,no_symmetry_contacts
7grw__1__1.B__1.M_1.N,no_symmetry_contacts
7h1j__1__1.B__1.E,no_symmetry_contacts
7jhq__1__2.D__2.Q,no_symmetry_contacts
7jni__1__1.A__1.C,no_symmetry_contacts
7jty__1__1.A__1.E_1.J,no_symmetry_contacts
7jxa__1__1.C__1.I,no_symmetry_contacts
7k4g__1__1.B__1.J_1.K_1.L,no_symmetry_contacts
7k4h__1__1.F__1.V_1.W_1.X,no_symmetry_contacts
7k4i__1__1.B__1.J_1.K_1.L,no_symmetry_contacts
7k4j__1__1.E__1.S_1.T_1.U,no_symmetry_contacts
7k5v__1__1.A__1.C,no_symmetry_contacts
7kad__1__1.A__1.E_1.F,no_symmetry_contacts
